count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid,final
18,,EG,,,,,,,,,0,7443,9450,7267960,
9,,CG,,,,,,,,,0,7443,9450,7267960,
11,healthy,healthy,,10.0,,30.8,18-48,18.0,48.0,,0,13068,13691,7982371,
15,schizophrenia,patients,right-handed probands,,15.0,,,,,,0,11395,12493,3769349,
15,healthy,control subjects,,,15.0,,,,,,0,11395,12493,3769349,
13,,,,13.0,,23.0,18-26,18.0,26.0,23.0,0,5001,5686,3842844,
43,PD,patients,,,,,,,,,1,5974,8178,8329380,
13,healthy,controls,,,,,,,,,1,5974,8178,8329380,
42,healthy,participants,young adults,,21.0,23.0,,,,,0,12843,13308,3359281,
28,younger adults,patients,women,,18.0,23.11,20-28,20.0,28.0,,0,7697,8739,8410527,
34,healthy communitydwelling older adults,patients,women,,24.0,63.07,50-76,50.0,76.0,,0,7697,8739,8410527,
14,healthy,healthy,,0.0,0.0,,,,,,0,8699,9966,5535744,
24,SCLC patients,patients,,0.0,0.0,,,,,,0,8699,9966,5535744,
63,healthy,patients,women,0.0,63.0,24.35,6.02.3,6.0,23.0,24.0,0,5351,8476,5068584,
6,patients,patients,group 1,3.0,3.0,35.0,25-45,25.0,45.0,30.0,3,10109,12549,2217520,
8,patients,patients,group 2,4.0,4.0,40.0,30-50,30.0,50.0,35.0,3,10109,12549,2217520,
17,,,,,,,,,,,0,14581,15206,5216875,
28,TBI,patients,,,,,,,,,0,8420,9843,5222957,
20,healthy,healthy,,,,,,,,,0,8420,9843,5222957,
12,normal or corrected-to-normal vision,volunteers,,,5.0,28.41,20-33 years,20.0,33.0,,0,28894,29834,4832139,
12,subacute stroke patients,patients,dual-mode stimulation group,8.0,4.0,56.0,56.0-60.4,56.0,60.4,56.0,0,4616,6351,5831930,
12,subacute stroke patients,patients,rTMS-only group,9.0,3.0,54.8,54.8-70.3,54.8,70.3,54.8,0,4616,6351,5831930,
12,healthy control group,healthy,,8.0,4.0,56.1,56.1-70.3,56.1,70.3,56.1,0,4616,6351,5831930,
16,healthy,healthy,,10.0,6.0,29.0,24-37,24.0,37.0,,0,8910,9456,4758827,
65,SZ or schizoaffective disorder (SZA),patients,,,,,,,,,0,7722,10024,8379545,
132,healthy,controls,,,,,,,,,0,7722,10024,8379545,
18,amusic,patients,amusic adults,0.0,0.0,0.0,,0.0,0.0,0.0,1,5611,8062,6831619,
18,non-musician controls,healthy,non-musician controls,0.0,0.0,0.0,,0.0,0.0,0.0,1,5611,8062,6831619,
46,healthy,healthy,,0.0,20.0,44.1,21-77 years,21.0,77.0,0.0,0,7237,9993,5783269,
19,mild to moderate PD,patients,,0.0,7.0,64.2,43-79 years,43.0,79.0,0.0,0,7237,9993,5783269,
38,healthy,healthy,,0.0,17.0,45.7,21-77 years,21.0,77.0,0.0,0,7237,9993,5783269,
15,PD,patients,,0.0,6.0,63.7,43-79 years,43.0,79.0,0.0,0,7237,9993,5783269,
22,healthy,control,,0.0,11.0,61.3,50-77 years,50.0,77.0,0.0,0,7237,9993,5783269,
18,healthy,control,,0.0,8.0,61.5,51-77 years,51.0,77.0,0.0,0,7237,9993,5783269,
15,healthy,non-senior healthy,,0.0,5.0,26.7,22-43 years,22.0,43.0,0.0,0,7237,9993,5783269,
30,healthy,healthy,,15.0,15.0,25.0,20-30,20.0,30.0,25.0,0,13448,15386,5539178,
11,schizophrenia,patients,,,5.0,38.9,9.3 years,,,,0,7962,9708,4480149,
11,,healthy,subjects,,,38.9,9.3 years,,,,0,7962,9708,4480149,
27,patients,patients,,,,,,,,,0,7983,10239,5903407,
24,healthy,healthy,,,,,,,,,0,7983,10239,5903407,
603,healthy,healthy,,,,,,,,,0,12003,12859,3313067,
25,ALC,patients,,15.0,10.0,45.0,30-60,30.0,60.0,40.0,0,50033,53149,6491039,
17,ALC,patients,,10.0,7.0,50.0,40-60,40.0,60.0,45.0,0,50033,53149,6491039,
24,NC,healthy,,12.0,12.0,35.0,25-45,25.0,45.0,30.0,0,50033,53149,6491039,
22,NC,healthy,,11.0,11.0,40.0,30-50,30.0,50.0,35.0,0,50033,53149,6491039,
42,healthy,healthy,,,,,,,,,0,8452,9635,7933450,
55,TD,healthy,,40.0,15.0,519.0,,0.0,0.0,0.0,0,7065,8199,8464598,
81,ASD,patients,,62.0,19.0,519.0,,0.0,0.0,0.0,0,7065,8199,8464598,
88,ADHD,patients,,68.0,20.0,519.0,,0.0,0.0,0.0,0,7065,8199,8464598,
13,schizophrenia,patients,,11.0,0.0,41.23,,0.0,0.0,0.0,0,9236,11051,4019508,
16,,healthy,,7.0,0.0,41.56,,0.0,0.0,0.0,0,9236,11051,4019508,
31,healthy,healthy,,12.0,16.0,24.0,21-32,21.0,32.0,,0,4905,6067,5487465,
4,tetraplegic,patients,P1P4,4.0,0.0,29.0,15-41,15.0,41.0,,3,5017,6442,6015913,
3,,healthy,C1C3,3.0,0.0,34.0,,,,,3,5017,6442,6015913,
30,healthy,healthy,,,,,,,,,0,9392,10129,7235958,
14,first-episode psychosis,patients,antipsychotic naive individuals,,,,,,,,0,7855,10611,6154975,
37,,healthy,volunteers,,,,,,,,0,7855,10611,6154975,
21,healthy,patients,university students,,16.0,22.8,22-24,22.0,24.0,,0,11121,11961,4410791,
27,neurologically normal,undergraduates,right-handed,,15.0,22.0,18 to 37 years old,18.0,37.0,,0,5182,5906,3426015,
18,healthy,healthy,,8.0,10.0,22.33,3.4,18.0,26.0,,0,10004,10912,6223879,
16,healthy,healthy,,12.0,0.0,26.0,22-36,22.0,36.0,,0,12912,13750,3184148,
25,recurrent MDD,patients,,,,,,,,,0,9473,13330,3896989,
25,healthy,control subjects,,,,,,,,,0,9473,13330,3896989,
32,long term bilateral SNHL,patients,,22.0,10.0,54.5,9.3,28.0,2.0,2.0,0,6006,8193,6433888,
30,clinically normal hearing,Control,,14.0,16.0,53.6,8.0,2.0,5.0,6.0,0,6006,8193,6433888,
8,,,,,,,,,,,0,6486,7238,5040199,
7,,,,,,,,,,,0,6486,7238,5040199,
116,healthy,old,subjects,37.0,,68.25,63-78,63.0,78.0,,0,14223,16379,4174767,
25,healthy,young,subjects,8.0,,23.08,19-28,19.0,28.0,,0,14223,16379,4174767,
15,PTSD,patients,,0.0,0.0,0.0,,0.0,0.0,0.0,0,15850,19588,8785646,
15,healthy,participants,,0.0,0.0,0.0,,0.0,0.0,0.0,0,15850,19588,8785646,
50,diphasic dyskinetic,patients,male,25.0,25.0,60.0,50-70,50.0,70.0,55.0,0,26379,29724,7603392,
50,non-dyskinetic,patients,female,25.0,25.0,65.0,55-75,55.0,75.0,60.0,0,26379,29724,7603392,
10,healthy,healthy,male,10.0,0.0,,,,,,0,7323,7711,3432259,
18,,,,7.0,11.0,25.8,18-45,18.0,45.0,25.8,0,6090,6964,5890198,
34,HCs,healthy,,20.0,14.0,25.0,20-30,20.0,30.0,26.0,0,11354,12401,5131954,
33,ACDs,patients,,15.0,18.0,28.0,25-35,25.0,35.0,29.0,0,11354,12401,5131954,
42,healthy,healthy,,21.0,0.0,33.0,24-45,24.0,45.0,33.0,0,9170,10560,5516169,
21,,entrepreneurs,,21.0,0.0,33.0,24-45,24.0,45.0,33.0,0,9170,10560,5516169,
21,,fathers,,0.0,0.0,35.0,27-43,27.0,43.0,35.0,0,9170,10560,5516169,
9,DPD,patients,primary-diagnosis,5.0,4.0,36.11731,,,,,0,8379,9997,4024664,
12,,healthy,,7.0,5.0,27.25495,,,,,0,8379,9997,4024664,
70,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,13816,15965,6141635,
35,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0,13816,15965,6141635,
35,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0,13816,15965,6141635,
35,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0,13816,15965,6141635,
35,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0,13816,15965,6141635,
31,HR,patients,,16.0,15.0,,,,,,0,8065,10002,8457564,
31,healthy,healthy,,16.0,15.0,,,,,,0,8065,10002,8457564,
40,healthy,healthy,,24.0,16.0,25.6,,0.0,0.0,0.0,0,2160,2595,6146453,
43,BPD,patients,young adults,,,,,,,,0,8583,10015,6074614,
39,,control subjects,age- and gender- matched,,,,,,,,0,8583,10015,6074614,
18,HBOT,patients,,0.0,0.0,0.0,,0.0,0.0,0.0,0,16982,18188,8863239,
17,control,patients,,0.0,0.0,0.0,,0.0,0.0,0.0,0,16982,18188,8863239,
8,22q11DS,patients,,4.0,4.0,916.0,,,,,0,6520,8333,3164011,
13,healthy,controls,,8.0,5.0,817.0,,,,,0,6520,8333,3164011,
46,,older women,"Suzhou city, China",0.0,46.0,,,,,,0,6545,7676,7151113,
24,,volunteers,,,,,,,,,0,69299,70739,6303108,
26,WC patients,patients,,15.0,11.0,46.8,13.7,70.0,49.3,,0,6474,7418,5650679,
27,healthy subjects,healthy,,14.0,13.0,49.3,13.9,70.0,,,0,6474,7418,5650679,
11,AD,patients,,7.0,4.0,79.0,69-95,69.0,95.0,,0,6265,8452,2518373,
9,healthy,controls,elderly,3.0,6.0,75.11,72-77,72.0,77.0,,0,6265,8452,2518373,
10,,students,,,3.0,21.9,19-28,19.0,28.0,,0,29043,32565,2944888,
16,neurologically healthy,healthy,adult,8.0,8.0,27.0,18-31 years,18.0,31.0,,0,18081,18512,4179761,
24,healthy,healthy,,12.0,12.0,20.0,19-25,19.0,25.0,22.0,0,7819,8553,6828617,
83,,,,,,,,,,,0,6307,7390,4949629,
31,patients,patients,,11.0,20.0,0.0,,0.0,0.0,0.0,0,6838,8684,5822570,
32,healthy,healthy,good sleepers,11.0,21.0,0.0,,0.0,0.0,0.0,0,6838,8684,5822570,
23,,,,,16.0,23.78,19 to 31,19.0,31.0,,1,11849,12277,4324997,
104,,,,45.0,59.0,,,,,,2,28747,32295,6209625,
14,,,,,,30.0,24-41,24.0,41.0,,0,7141,7780,4229501,
35,NC,healthy,,0.0,0.0,,,,,,1,6304,7521,6603131,
35,PD,patients,,0.0,0.0,,,,,,1,6304,7521,6603131,
48,healthy,healthy,adult volunteers,,,20.77,1.87 years,,,,0,9135,10241,6243583,
18,healthy,healthy,,,10.0,26.06,18 to 39,18.0,39.0,,0,4814,5197,4306523,
10,chronic marijuana (MJ) users,patients,,8.0,,,,,,,0,7512,11306,3742334,
18,nonusing (NU) comparison subjects,healthy,,11.0,,,,,,,0,7512,11306,3742334,
16,healthy,healthy,,8.0,8.0,48.2,18-60,18.0,60.0,,0,4407,6727,3786613,
15,HS,patients,HS,8.0,7.0,45.0,30-60,30.0,60.0,45.0,0,18521,19544,5603705,
13,mAD,patients,mAD,7.0,6.0,50.0,40-60,40.0,60.0,50.0,0,18521,19544,5603705,
13,sAD,patients,sAD,6.0,7.0,55.0,45-65,45.0,65.0,55.0,0,18521,19544,5603705,
22,healthy,healthy,,,,25.0,1942,,,,0,6631,7568,4729319,
24,MDD,patients,,8.0,16.0,51.2,24-65,24.0,65.0,,0,12139,13000,5825897,
24,HC,healthy,,8.0,16.0,47.8,25-65,25.0,65.0,,0,12139,13000,5825897,
78,CD,patients,CD,10.0,,15.7,10.1-19.1,10.1,19.1,,0,8070,9337,6200838,
78,TD,healthy,TD,10.0,,15.7,10.1-19.1,10.1,19.1,,0,8070,9337,6200838,
15,,participants,,7.0,8.0,20.0,18-22,18.0,22.0,,0,37581,38121,5043422,
32,,,,,,,,,,,0,6106,7459,7079031,
13,"unilateral, upper limb amputation with phantom limb pain",patients,,11.0,2.0,52.92,3275 years,32.0,75.0,,0,8118,9527,2494616,
6,healthy,healthy,,,,43.0,3056,30.0,56.0,,0,8118,9527,2494616,
12,,participants,middle-aged,,,54.6,12-20,40.0,63.0,,0,8104,8438,2233815,
25,NF1,patients,children and adolescents,,,,,,,,1,6759,9601,3377684,
29,,control,children and adolescents,,,,,,,,1,6759,9601,3377684,
17,NF1,patients,adults,,,,,,,,1,6759,9601,3377684,
20,,control,adults,,,,,,,,1,6759,9601,3377684,
29,GAD,patients,,,,,,,,,0,8744,10839,3777795,
26,GAD,patients,MBSR,,,,,,,,0,8744,10839,3777795,
26,GAD,patients,SME,,,,,,,,0,8744,10839,3777795,
26,,healthy,,,,,,,,,0,8744,10839,3777795,
12,healthy,volunteers,right-handed,9.0,3.0,28.0,SD,2.0,82.0,28.0,0,6031,8564,7905591,
14,healthy,healthy,,11.0,3.0,21.5,21-26,21.0,26.0,23.0,0,18260,18889,5736650,
20,healthy,volunteers,main experiment,,7.0,,20-25,20.0,25.0,,0,29807,30667,4914983,
2,,volunteers,main experiment,,,,,,,,0,29807,30667,4914983,
18,healthy,volunteers,control experiment,,9.0,,20-29,20.0,29.0,,0,29807,30667,4914983,
50,healthy,healthy,,17.0,33.0,23.84,19 to 37 years,19.0,37.0,,0,5822,6274,4469651,
50,,college students,,25.0,25.0,23.3,2.1 years,,,,0,5411,6151,3544542,
12,healthy,healthy,,4.0,8.0,25.2,,0.0,0.0,0.0,0,9713,10133,3498331,
15,,patients,,11.0,4.0,25.8,,0.0,0.0,0.0,0,9713,10133,3498331,
33,,,,19.0,14.0,,,,,,0,25039,26157,7329834,
3,Insular patients,patients,Insular group,3.0,0.0,44.2,SD = 19.0,,,,0,36781,39636,4709635,
12,healthy,healthy,,0.0,3.0,49.3,SD = 12.5,,,,0,36781,39636,4709635,
20,healthy,patients,group1,10.0,10.0,35.0,20-50,20.0,50.0,30.0,1,20045,23939,4205092,
15,patients,healthy,group2,8.0,7.0,45.0,30-60,30.0,60.0,50.0,1,20045,23939,4205092,
20,,,,11.0,,22.0,18-31,18.0,31.0,,0,5837,6328,2991198,
25,healthy,volunteers,,9.0,0.0,25.0,18-35,18.0,35.0,25.0,0,6447,9904,5373110,
40,,,,18.0,22.0,22.24,18-26,18.0,26.0,,0,14835,16523,8209061,
20,healthy,healthy,young male volunteers,20.0,0.0,23.03,18-34,18.0,34.0,23.03,1,11249,13262,8277796,
16,younger adults,patients,younger adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,10358,12233,6105189,
15,older adults,patients,older adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,10358,12233,6105189,
8,stroke,patients,early chronic phase,5.0,0.0,67.0,8 years,0.0,0.0,0.0,0,19667,21074,6105621,
8,healthy,healthy,age-matched,5.0,0.0,67.0,9 years,0.0,0.0,0.0,0,19667,21074,6105621,
30,normal controls,healthy,NCs,15.0,15.0,45.0,30-60,30.0,60.0,45.0,1,5564,6969,8556613,
50,PD patients with anxiety symptoms,patients,PD-A,25.0,25.0,60.0,50-70,50.0,70.0,60.0,1,5564,6969,8556613,
70,PD patients without anxiety symptoms,patients,PD-NA,35.0,35.0,65.0,55-75,55.0,75.0,65.0,1,5564,6969,8556613,
11,proficient,patients,proficient,0.0,8.0,28.73,19-46,19.0,46.0,,0,39775,41437,3554651,
10,less-proficient,patients,less-proficient,0.0,7.0,30.0,19-45,19.0,45.0,,0,39775,41437,3554651,
42,bronchial asthma with nonacute attacks,patients,,,,,,,,,0,3994,4754,5478859,
60,,HCs,,,,,,,,,0,3994,4754,5478859,
18,,DA,,,,,,,,,0,3994,4754,5478859,
24,,NDA,,,,,,,,,0,3994,4754,5478859,
21,,,,,,25.1,18 to 38 years,18.0,38.0,,0,13348,14129,4383651,
101,insomnia,patients,,,,,,,,,0,14392,16177,8612467,
91,controls,healthy,,,,,,,,,0,14392,16177,8612467,
20,controls,healthy,,,,,,,,,0,10312,13592,5964452,
29,boys with ASD,patients,boys,29.0,,,,,,,0,10312,13592,5964452,
20,boys with OCD,patients,boys,20.0,,,,,,,0,10312,13592,5964452,
28,,participants,,0.0,0.0,,,,,,0,8811,9687,3458812,
1,epileptic,patients,epileptic patient,1.0,0.0,0.0,,0.0,0.0,0.0,0,43148,46694,3778887,
30,PI patients,patients,,,,,,,,,0,6686,7954,7821580,
16,healthy,participants,,0.0,0.0,0.0,,0.0,0.0,0.0,0,11982,15652,4647500,
17,,,,4.0,13.0,23.58,,,,,0,9507,10375,3868915,
31,healthy,healthy,,14.0,13.0,21.7,1825,18.0,25.0,21.7,0,8138,9109,5818614,
39,healthy,participants,right-handed,,19.0,22.1,,,,,0,7919,8346,4731490,
10,ADHD,patients,,9.0,1.0,8.3,,0.0,0.0,0.0,0,6138,7688,5083948,
52,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,7167,8631,4464202,
12,HA residents,patients,HA residents,,,,,,,,0,25675,27108,3213017,
11,SL residents,patients,SL residents,,,,,,,,0,25675,27108,3213017,
56,healthy,healthy,,,,,,,,,0,8762,9624,7476068,
71,ALS,patients,,,,,,,,,0,8762,9624,7476068,
20,healthy,healthy,older adults,0.0,0.0,0.0,,0.0,0.0,0.0,0,12537,14963,5554371,
20,,younger adults,,0.0,0.0,0.0,,0.0,0.0,0.0,0,12537,14963,5554371,
13,experienced HA users,patients,eHA,,,4.5,,,,,0,8835,10592,6509414,
14,inexperienced HA users,patients,iHA,,,,,,,,0,8835,10592,6509414,
67,REM sleep,patients,,,,,,,,,1,40522,42236,3726865,
13,CHR,patients,,0.0,4.0,21.2,,0.0,0.0,0.0,0,9842,13226,7076146,
13,healthy,healthy,,0.0,7.0,27.2,,0.0,0.0,0.0,0,9842,13226,7076146,
10,healthy,healthy,male,10.0,0.0,24.7,23-28,23.0,28.0,24.0,0,7964,11502,3189203,
19,healthy,healthy,,7.0,12.0,,2124years,,,,0,6445,7239,8564766,
32,healthy,healthy,,,,24.22,18-41 years,18.0,41.0,,0,13948,14814,6766853,
36,healthy,patients,college students,,,20.45,3.66,,,,0,5055,5603,4957514,
46,vegetative state/unresponsive wakefulness syndrome (VS/UWS),patients,Beijing 750,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
17,minimally conscious state (MCS),patients,Beijing 750,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
20,vegetative state/unresponsive wakefulness syndrome (VS/UWS),patients,Beijing HDxt,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
5,minimally conscious state (MCS),patients,Beijing HDxt,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
16,vegetative state/unresponsive wakefulness syndrome (VS/UWS),patients,Guangzhou HDxt,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
8,minimally conscious state (MCS),patients,Guangzhou HDxt,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
30,,healthy,Beijing 750,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
10,,healthy,Beijing HDxt,0.0,0.0,0.0,,0.0,0.0,0.0,0,10008,13186,6145856,
19,,healthy,,10.0,9.0,9.51,,,,,0,7758,8877,7551257,
10,,patients,,5.0,5.0,9.51,,,,,0,7758,8877,7551257,
30,healthy,healthy,young German native speakers,,,,,,,,0,9559,10557,7721236,
19,chronic MJ smokers,patients,,,,,,,,,0,12480,15048,4674830,
7,HC,patients,female,9.0,7.0,,,,,,0,25390,26865,5552678,
2,PA,patients,female,8.0,2.0,,,,,,0,25390,26865,5552678,
1,SH,patients,female,3.0,1.0,,,,,,0,25390,26865,5552678,
23,dependent cigarette smokers,patients,,0.0,8.0,25.48,19-36,19.0,36.0,,0,7648,9505,6477654,
23,controls,healthy,,0.0,13.0,24.74,19-40,19.0,40.0,,0,7648,9505,6477654,
41,healthy,healthy,typical adults,19.0,,24.5,5 years,,,,0,11393,12223,3381445,
56,,,,,,,,,,,0,8290,10405,6987884,
41,,,,,,,,,,,0,8290,10405,6987884,
34,,,,,,21.8,,,,,0,6361,6888,5577855,
27,tinnitus,patients,,,,,,,,,2,14445,14781,6620714,
27,healthy,controls,,,,,,,,,2,14445,14781,6620714,
24,,,,8.0,16.0,22.2,22.2-26,22.2,26.0,,0,26634,27642,7645615,
24,,participants,,,,23.2,,,,,0,16366,16961,5944011,
14,healthy,patients,females,0.0,14.0,37.0,28 years,30.0,45.0,37.0,0,7972,10469,6153347,
28,CNSP,patients,,,,,,,,,0,4937,6259,7172875,
25,HCs,healthy,,,,,,,,,0,4937,6259,7172875,
16,healthy,healthy,,8.0,8.0,25.5,,0.0,0.0,0.0,0,8443,9186,4786208,
31,healthy,participants,right-handed,,,30.0,,,,,0,5312,5865,3688684,
30,healthy,healthy,adult volunteers,12.0,18.0,29.0,7.8,20.0,47.0,29.0,0,5092,5801,4151069,
20,healthy,healthy,,12.0,8.0,24.4,19-35,19.0,35.0,,0,7853,8437,3147157,
38,healthy,healthy,,,,,,,,,0,8835,10420,8864087,
28,MtFs,patients,hormonally untreated,0.0,28.0,,,,,,0,9398,12041,5434195,
21,,healthy,,21.0,20.0,,,,,,0,9398,12041,5434195,
64,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,8339,11936,5546115,
20,,,,,,,,,,,0,9247,10055,7014820,
361,,,,,,,,,,,0,9247,10055,7014820,
22,healthy,patients,,0.0,12.0,24.68,,0.0,0.0,0.0,0,5546,6746,8421698,
27,mild TBI,patients,,,,,,,,,1,17342,18977,4427352,
10,orthopedic controls,controls,,,,,,,,,1,17342,18977,4427352,
9,healthy controls,healthy,,,,,,,,,1,17342,18977,4427352,
86,ASD,patients,preschool boys,86.0,,,,,,,0,5847,6869,8019812,
54,TD,healthy,age-matched boys,54.0,,,,,,,0,5847,6869,8019812,
150,MwoA,patients,,,,,,,,,0,14998,15926,5447510,
46,,healthy,,,,,,,,,0,14998,15926,5447510,
26,at-risk,participants,boys,13.0,13.0,5.0,5-6,5.0,6.0,5.5,0,21577,25082,4273608,
29,,participants,,15.0,14.0,,,,,,0,21577,25082,4273608,
11,dyslexia,children,boys,5.0,6.0,,,,,,0,21577,25082,4273608,
18,typical,children,boys,10.0,8.0,,,,,,0,21577,25082,4273608,
18,,,,8.0,,23.3,18-30,18.0,30.0,,0,7886,8906,7716432,
20,coma,patients,1,,,,,,,,0,5959,6932,6472252,
20,healthy,healthy,,,,,,,,,0,5959,6932,6472252,
33,healthy,healthy,young volunteers,14.0,17.0,24.83,24.83.3 years,24.83,24.83,24.83,0,26727,27898,5772468,
1,healthy,patients,group1,10.0,15.0,45.0,30-60,30.0,60.0,40.0,3,16040,17781,3702497,
2,patients,patients,group2,5.0,8.0,55.0,50-60,50.0,60.0,55.0,3,16040,17781,3702497,
20,stroke,patients,stem cells,10.0,10.0,55.0,40-70,40.0,70.0,50.0,1,8229,9235,3908296,
30,hemorrhagic stroke with cognitive impairment,patients,,,,,,,,,2,7436,8878,7506052,
28,,,,14.0,,22.1,1930 years,19.0,30.0,,0,4522,5590,2695008,
30,RE,patients,,12.0,18.0,9.6,6-13 years,6.0,13.0,9.6,0,5403,7371,4163434,
20,healthy,controls,,10.0,10.0,9.55,,,,,0,5403,7371,4163434,
60,,inmates,adult male,60.0,,,,,,,0,5226,5904,5964831,
18,,participants,,6.0,,26.0,18-46,18.0,46.0,,0,9327,9948,3755273,
30,,young adults,,30.0,,,2030 years,,,,0,6849,8384,7779587,
77,Primary insomnia,patients,,,,,,,,,1,5885,8409,7994340,
17,,participants,Chinese males,17.0,,29.4,25-40,25.0,40.0,30.0,0,7417,8391,4379998,
16,drug-resistant epilepsy,patients,,10.0,6.0,,541years,,,,1,10021,11023,7871792,
23,left TLE,fMRI,,,,,,,,,1,7002,8247,8863287,
9,right TLE,fMRI,,,,,,,,,1,7002,8247,8863287,
17,lesional left TLE,fMRI,subgroup,,,,,,,,1,7002,8247,8863287,
7,lesional right TLE,fMRI,subgroup,,,,,,,,1,7002,8247,8863287,
6,left MRI negative TLE,fMRI,subgroup,,,,,,,,1,7002,8247,8863287,
2,right MRI negative TLE,fMRI,,,,,,,,,1,7002,8247,8863287,
6,lesional left,correlational analysis,,,,,,,,,1,7002,8247,8863287,
6,lesional right TLE,correlational analysis,,,,,,,,,1,7002,8247,8863287,
23,left TLE,FC,,,,,,,,,1,7002,8247,8863287,
9,right TLE,FC,,,,,,,,,1,7002,8247,8863287,
17,lesional left TLE,FC,subgroup,,,,,,,,1,7002,8247,8863287,
7,lesional right TLE,FC,subgroup,,,,,,,,1,7002,8247,8863287,
6,left MRI negative TLE,FC,subgroup,,,,,,,,1,7002,8247,8863287,
24,healthy,healthy,,10.0,14.0,29.5,18-45,18.0,45.0,28.5,0,53320,54093,6759632,
30,healthy,healthy,,14.0,16.0,24.2,,0.0,0.0,0.0,0,8129,8933,6650750,
41,healthy,children,German-speaking,8.0,,6.93,0.45,,,,1,11870,13127,7457077,
32,typical,children,>25th percentile,8.0,,6.93,0.45,,,,1,11870,13127,7457077,
15,poor readers,children,<25th percentile,8.0,,6.9,0.47,,,,1,11870,13127,7457077,
63,BD,patients,,,,,,,,,0,7274,10023,6492163,
74,,firstdegree relatives,,,,,,,,,0,7274,10023,6492163,
80,,unrelated healthy volunteers,,,,,,,,,0,7274,10023,6492163,
41,BD,euthymic patients,,,,,,,,,0,7274,10023,6492163,
25,,healthy firstdegree relatives,,,,,,,,,0,7274,10023,6492163,
46,,demographically matched unrelated healthy individuals,,,,,,,,,0,7274,10023,6492163,
34,AD,patients,,,,,,,,,0,8662,10491,5905235,
41,HCs,healthy,,,,,,,,,0,8662,10491,5905235,
16,ASD,patients,,16.0,0.0,13.0,8-18,8.0,18.0,13.0,0,7481,9124,5279905,
16,TD,healthy,,16.0,0.0,,,,,,0,7481,9124,5279905,
16,healthy,patients,native Korean speaking,7.0,9.0,23.4,2.5 years,23.4,25.9,23.4,0,7301,8082,5593184,
28,,,,10.0,18.0,24.5,,,,,0,4132,6315,3280262,
32,,students,,14.0,18.0,24.97,,,,,0,13016,13611,4870472,
42,,,,20.0,21.0,22.6,18-33 years,18.0,33.0,,0,40659,41338,6920387,
16,healthy,healthy,controls,8.0,8.0,65.0,50-80,50.0,80.0,68.0,0,9812,12372,4753805,
14,aMCI,patients,aMCI participants,6.0,8.0,72.0,60-85,60.0,85.0,74.0,0,9812,12372,4753805,
22,PI,patients,,,,,,,,,0,4177,5724,7082749,
20,,healthy,,,,,,,,,0,4177,5724,7082749,
22,healthy,healthy,,8.0,0.0,25.64,19.2 - 36.0,19.2,36.0,0.0,0,8838,9406,3443433,
17,MS,patients,,,,,,,,,0,4896,6737,6094992,
13,healthy,controls,,,,,,,,,0,4896,6737,6094992,
7,healthy,participants,adult,1.0,0.0,24.5,23-26,23.0,26.0,24.0,0,8005,9978,4433098,
25,,,,,13.0,23.8,,,,,0,9309,10455,4075343,
63,IGD,patients,,,,,,,,,0,5991,8376,4933876,
22,HC,healthy,,,,,,,,,0,5991,8376,4933876,
24,healthy,healthy,,8.0,16.0,22.9,18-31,18.0,31.0,,0,10838,12163,5436813,
24,acquired unilateral upper-limb amputation,patients,,19.0,5.0,44.67,SD: 44.67  8.33,,,,1,7197,8794,8329664,
24,,healthy,,,,,,,,,1,7197,8794,8329664,
1,cLBP,patients,Group 1,,,,,,,,0,6419,8803,7710896,
1,healthy,healthy,Group 2,,,,,,,,0,6419,8803,7710896,
20,,,,11.0,9.0,21.9,19-28 years,19.0,28.0,,0,16994,17853,2583150,
14,healthy,healthy,,0.0,10.0,67.93,55 to 76,55.0,76.0,,1,39306,42648,3169575,
20,AR patients,patients,AR patients,,,,,,,,1,6111,7633,8317644,
20,HCs,healthy,HCs,,,,,,,,1,6111,7633,8317644,
15,healthy,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,0,9250,13221,5933734,
24,alcohol dependent,patients,,,,,,,,,0,8047,10982,4473266,
70,healthy control,healthy,,,,,,,,,0,8047,10982,4473266,
20,,,,7.0,13.0,25.53,,,,,0,39930,43391,2561002,
10,,right-handers,,4.0,6.0,25.82,,,,,0,39930,43391,2561002,
