count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid,final
19,,healthy,,,,25.0,21-30,21.0,30.0,,,17598,18425,3868580,
37,MDD,patients,"first-episode, treatment-nave",,,,,,,,1.0,7221,9114,8427063,
38,,healthy,,,,,,,,,1.0,7221,9114,8427063,
59,,healthy,,,,,,,,,,7847,9544,7267954,
32,,healthy,right-handed male,32.0,0.0,23.0,30 years,19.0,30.0,23.0,,5240,5981,4960610,
28,,healthy,,15.0,13.0,26.39,3.77 years,,,,1.0,8040,10638,7481390,
26,ADHD,patients,boys,26.0,0.0,15.0,12-18,12.0,18.0,15.0,,9556,11883,5647646,
20,OCD,patients,boys,20.0,0.0,15.0,12-18,12.0,18.0,15.0,,9556,11883,5647646,
20,,healthy,boys,20.0,0.0,15.0,12-18,12.0,18.0,15.0,,9556,11883,5647646,
17,ASD,patients,,,,,,,,,,6546,8669,6202694,
17,,healthy,,,,,,,,,,6546,8669,6202694,
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,7029,8688,8419258,
30,patients,patients,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,7029,8688,8419258,
19,,healthy,adults,9.0,10.0,25.6,22-31,22.0,31.0,,,14431,16262,4422645,
18,,healthy,adolescents,9.0,9.0,12.6,11-14,11.0,14.0,,,14431,16262,4422645,
24,,healthy,,,,,,,,,1.0,5675,8368,3835900,
15,,healthy,,,,26.7,3.6,,,,,35151,35804,6329784,
10,healthy,patients,Group I,5.0,5.0,30.0,20-40,20.0,40.0,30.0,12.0,8899,11683,7325959,
15,patients,patients,Group II,8.0,7.0,45.0,35-55,35.0,55.0,45.0,12.0,8899,11683,7325959,
28,PD,patients,,,,,,,,,,8080,10091,6206214,
29,healthy,controls,,,,,,,,,,8080,10091,6206214,
9,high-functioning autism,patients,,8.0,1.0,13.1,10-17,10.0,17.0,,,9913,11007,4899470,
9,,healthy,,6.0,3.0,10.6,8-16,8.0,16.0,,,9913,11007,4899470,
23,bereaved,participants,,2.0,21.0,48.35,25-66,25.0,66.0,,,6516,7756,6360180,
20,patients,Group A,Subgroup 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,3.0,12234,14526,7794005,
15,healthy,Group B,Subgroup 2,8.0,7.0,28.0,20-35,20.0,35.0,25.0,3.0,12234,14526,7794005,
15,,healthy,male,15.0,0.0,22.33,,,,,,6364,7265,4838249,
31,acute ischaemic stroke or intracerebral hemorrhage,patients,VMG,14.0,17.0,,,,,,,6138,7867,8699822,
31,acute ischaemic stroke or intracerebral hemorrhage,patients,IMG,17.0,14.0,,,,,,,6138,7867,8699822,
15,Tetris practice group,patients,girls,,,,,,,,1.0,3588,5331,2746806,
11,control group,patients,girls,,,,,,,,1.0,3588,5331,2746806,
22,,healthy,,10.0,12.0,22.27,1.42 years,,,,,5839,7372,8228257,
35,,healthy,,11.0,24.0,22.7,1829,18.0,29.0,,,9935,10647,3991848,
10,BPs,patients,,,,,,,,,,15158,15305,6232121,
10,,healthy,,,,,,,,,,15158,15305,6232121,
30,,healthy,college-student,,,,21-28,21.0,28.0,,,13957,15425,4604759,
51,,healthy,volunteers,39.0,12.0,,,,,,,10373,14204,8648800,
104,MDD,patients,,,,,,,,,,5445,5965,7782966,
64,healthy,controls,HC,,,,,,,,,5445,5965,7782966,
16,normal or corrected to normal vision,participants,,,,,20 to 40,20.0,40.0,,,8139,8458,4112936,
101,,healthy,,,,,,,,,,8672,10646,7779323,
19,healthy,participants,Experiment 1,17.0,2.0,23.5,4.0 years,23.5,27.5,23.5,,35110,36296,7575198,
28,healthy,participants,Experiment 2,14.0,14.0,28.8,6.9 years,27.1,34.0,28.8,,35110,36296,7575198,
42,,healthy,,,,,,,,,,4647,5213,3603994,
87,,healthy,,,,,,,,,1.0,26092,27056,7873952,
81,,healthy,,,,,,,,,1.0,26092,27056,7873952,
55,,healthy,young adults,28.0,21.0,22.0,18-33,18.0,33.0,,,13550,14634,6438321,
10,,healthy,females,0.0,10.0,26.9,5.3,,,,,16257,16467,3928251,
10,,healthy,males,10.0,0.0,28.3,8.2,,,,,16257,16467,3928251,
18,JME,patients,,6.0,12.0,21.0,15-34,15.0,34.0,,,8014,9278,6425117,
54,IGD,patients,,29.0,25.0,,,,,,,8875,11157,7341652,
57,,healthy,,36.0,21.0,,,,,,,8875,11157,7341652,
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,18982,20549,4580315,
40,,healthy,group2,20.0,20.0,35.0,25-45,25.0,45.0,35.0,2.0,18982,20549,4580315,
16,medically well-controlled epilepsy,patients,,6.0,10.0,32.7,32.7-10.5,10.5,32.7,32.7,3.0,6062,8620,5582206,
16,,healthy,,6.0,10.0,33.1,33.1-10.1,10.1,33.1,33.1,3.0,6062,8620,5582206,
23,,healthy,normal,15.0,8.0,24.0,SD 4.8,,,,,8139,8990,3229557,
34,,healthy,,,,32.5,8.7 yrs,,,,,8647,9616,7061333,
10,post-acute stroke,patients,,8.0,2.0,52.7,,,,,1.0,9082,10857,4617387,
12,heterozygous R221W carriers,patients,,,,36.2,,,,,1.0,10365,11471,7391276,
12,,healthy,,,,,,,,,1.0,10365,11471,7391276,
3,homozygous R221W carriers,patients,,,,35.3,,,,,1.0,10365,11471,7391276,
17,,healthy,,8.0,9.0,,1935 years,,,,,8393,9005,3643713,
27,neurofeedback,patients,NF,22.0,5.0,27.0,18 to 44 years,18.0,44.0,,1.0,8618,10955,7324903,
26,sham-neurofeedback,patients,sham-NF,22.0,4.0,27.0,18 to 44 years,18.0,44.0,,1.0,8618,10955,7324903,
53,,healthy,,22.0,31.0,27.0,18 to 44 years,18.0,44.0,,1.0,8618,10955,7324903,
29,healthy,patients,male,29.0,0.0,55.0,18-55,18.0,55.0,55.0,,9009,10036,3859978,
20,,healthy,,16.0,4.0,21.0,21-44,21.0,44.0,,,6286,6695,3311835,
18,,healthy,,,,,,,,,,5854,6501,7160846,
18,smokers,participants,Chinese,18.0,0.0,25.11,21-33,21.0,33.0,25.11,1.0,8569,9966,3409150,
30,,healthy,,15.0,15.0,22.2,1.3 years,,,,,4622,5362,3534243,
17,,healthy,,10.0,7.0,21.4,20-23 years,20.0,23.0,,,8631,9478,5890192,
50,MMD,patients,adult,16.0,34.0,,,,,,,6515,7542,8064775,
25,,healthy,subjects,,,,,,,,,6515,7542,8064775,
19,ASD,patients,,16.0,3.0,11.05,7-13,7.0,13.0,11.0,,12617,15584,4107490,
17,,healthy,,13.0,4.0,11.12,7-13,7.0,13.0,11.0,,12617,15584,4107490,
66,aMCI,patients,4 carriers,,,,,,,,,7695,8362,6170627,
66,aMCI,patients,33 carriers,,,,,,,,,7695,8362,6170627,
26,RBD,patients,,22.0,4.0,67.0,7.7 years,67.0,67.0,67.0,,6371,10290,4958897,
48,idiopathic Parkinsons disease,patients,,31.0,17.0,67.0,7.7 years,67.0,67.0,67.0,,6371,10290,4958897,
23,,healthy,,,,,,,,,,6371,10290,4958897,
8,RBD,patients,SPECT,6.0,2.0,68.5,6.8,68.5,68.5,68.5,,6371,10290,4958897,
10,idiopathic Parkinsons disease,patients,SPECT,6.0,4.0,68.6,6.1,68.6,68.6,68.6,,6371,10290,4958897,
10,,healthy,SPECT,5.0,5.0,60.5,8.9,60.5,60.5,60.5,,6371,10290,4958897,
12,schizophrenia,patients,during state of remission,12.0,0.0,,,,,,,8350,12003,3657709,
12,,healthy,age and sex-matched,12.0,0.0,,,,,,,8350,12003,3657709,
77,stroke,patients,,,,,,,,,,8974,11446,7856645,
20,dual pathology of cocaine dependence and borderline personality disorder,patients,BPD+CD+,,,,,,,,2.0,6723,9657,6079279,
19,cocaine dependence without borderline personality disorder,patients,BPDCD+,,,,,,,,2.0,6723,9657,6079279,
10,borderline personality disorder without cocaine dependence,patients,BPD+CD,,,,,,,,2.0,6723,9657,6079279,
20,,healthy,BPDCD,,,,,,,,2.0,6723,9657,6079279,
24,normal,volunteers,right-handed,8.0,16.0,24.0,,,,,,12746,13230,5826250,
75,,healthy,young,35.0,40.0,,,,,,,6044,8939,5932143,
12,verbal learning,verbal learning,,6.0,6.0,24.4,1.89 SD,,,,,6044,8939,5932143,
14,verbal learning control,verbal learning control,,4.0,10.0,24.5,2.90 SD,,,,,6044,8939,5932143,
13,nonverbal learning,nonverbal learning,,7.0,6.0,23.0,2.98 SD,,,,,6044,8939,5932143,
12,nonverbal learning control,nonverbal learning control,,5.0,7.0,23.0,1.93 SD,,,,,6044,8939,5932143,
15,Rest,Rest,,7.0,8.0,24.0,2.00 SD,,,,,6044,8939,5932143,
19,,healthy,,7.0,12.0,28.789473684210527,21 to 36 years,21.0,36.0,27.0,,4893,5777,3527573,
50,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,10285,11240,7243356,
40,,healthy,group B,20.0,20.0,35.0,25-45,25.0,45.0,35.0,,10285,11240,7243356,
19,bromocriptine group,patients,,,,,,,,,,31962,33923,5320604,
19,sulpiride group,patients,,,,,,,,,,31962,33923,5320604,
19,placebo group,patients,,,,,,,,,,31962,33923,5320604,
17,CTN,patients,preoperative outpatients,7.0,10.0,63.41,63.41-72.66,63.41,72.66,63.41,,6062,7901,5722017,
19,,healthy,,8.0,11.0,61.75,61.75-67.77,61.75,67.77,61.75,,6062,7901,5722017,
30,KOA,patients,,,,,,,,,,6949,8799,7550714,
26,,healthy,,,,,,,,,,6949,8799,7550714,
10,,healthy,,4.0,6.0,25.72,,,,,,7030,7622,4040936,
19,MDD,patients,,,,,,,,,,7093,8833,7875881,
17,,healthy,,,,,,,,,,7093,8833,7875881,
14,blind,patients,,11.0,3.0,35.1,,,,,,6471,8727,3847124,
12,,healthy,,9.0,3.0,30.3,,,,,,6471,8727,3847124,
18,schizophrenia,patients,,,,,,,,,,5784,7363,4583545,
17,,healthy,,,,,,,,,,5784,7363,4583545,
14,healthy,patients,right-handed male,14.0,0.0,24.6,0.71 years,24.6,24.6,24.6,,7478,8273,5787555,
19,,healthy,,7.0,12.0,22.7,1828 years,18.0,28.0,22.0,,14911,15871,4354310,
10,,healthy,,5.0,5.0,273.8,,,,,,10627,11318,5953410,
39,,healthy,,20.0,19.0,21.49,,,,,,28589,29963,7136238,
20,ADHD,patients,non-comorbid,13.0,7.0,,12-18,12.0,18.0,,,10488,13103,5429245,
20,OCD,patients,non-comorbid,16.0,4.0,,,,,,,10488,13103,5429245,
20,,healthy,,,,,,,,,,10488,13103,5429245,
5,visuomotor adaptation,patients,healthy,3.0,2.0,30.0,25-35,25.0,35.0,30.0,1.0,15142,19060,3566602,
18,sequence learning,patients,healthy,10.0,8.0,28.0,20-35,20.0,35.0,27.5,1.0,15142,19060,3566602,
44,working memory,patients,healthy,20.0,24.0,32.0,25-40,25.0,40.0,31.5,1.0,15142,19060,3566602,
34,,healthy,MLD or TD,,,,,,,,,8074,9235,6308383,
16,,healthy,,10.0,6.0,28.88,20-42,20.0,42.0,,,11588,14074,5612468,
15,cocaine dependence,patients,first project,5.0,10.0,,,,,,,8158,11743,4459041,
8,cocaine dependence,patients,second project,,,,,,,,,8158,11743,4459041,
10,,healthy,,,,,,,,,,8158,11743,4459041,
29,,healthy,,,,,,,,,,7334,7745,6868994,
22,AD-D,patients,,13.0,9.0,72.4,,,,,1.0,9999,12544,7351268,
52,AD-nD,patients,,29.0,23.0,74.7,,,,,1.0,9999,12544,7351268,
21,,healthy,male,21.0,0.0,29.9,6.2,29.9,29.9,29.9,,6953,7613,2569821,
27,,healthy,volunteers,13.0,14.0,29.0,,,,,,7443,9450,7267960,
18,,healthy,,,,,,,,,,7443,9450,7267960,
9,,healthy,,,,,,,,,,7443,9450,7267960,
11,,healthy,,10.0,1.0,30.8,18-48,18.0,48.0,,,13068,13691,7982371,
15,schizophrenia,patients,right-handed probands,0.0,15.0,,,,,,,11395,12493,3769349,
15,healthy,control subjects,,0.0,15.0,,,,,,,11395,12493,3769349,
13,,healthy,,13.0,0.0,23.0,18-26,18.0,26.0,23.0,,5001,5686,3842844,
43,PD,patients,,,,,,,,,1.0,5974,8178,8329380,
13,healthy,controls,,,,,,,,,1.0,5974,8178,8329380,
42,healthy,participants,young adults,21.0,21.0,23.0,,,,,,12843,13308,3359281,
28,younger adults,patients,women,10.0,18.0,23.11,20-28,20.0,28.0,,,7697,8739,8410527,
34,healthy communitydwelling older adults,patients,women,10.0,24.0,63.07,50-76,50.0,76.0,,,7697,8739,8410527,
14,,healthy,,,,,,,,,,8699,9966,5535744,
24,SCLC patients,patients,,,,,,,,,,8699,9966,5535744,
63,healthy,patients,women,0.0,63.0,24.35,6.02.3,6.0,23.0,24.0,,5351,8476,5068584,
6,patients,patients,group 1,3.0,3.0,35.0,25-45,25.0,45.0,30.0,3.0,10109,12549,2217520,
8,patients,patients,group 2,4.0,4.0,40.0,30-50,30.0,50.0,35.0,3.0,10109,12549,2217520,
17,,healthy,,,,,,,,,,14581,15206,5216875,
28,TBI,patients,,,,,,,,,,8420,9843,5222957,
20,,healthy,,,,,,,,,,8420,9843,5222957,
12,normal or corrected-to-normal vision,volunteers,,7.0,5.0,28.41,20-33 years,20.0,33.0,,,28894,29834,4832139,
12,subacute stroke patients,patients,dual-mode stimulation group,8.0,4.0,56.0,56.0-60.4,56.0,60.4,56.0,,4616,6351,5831930,
12,subacute stroke patients,patients,rTMS-only group,9.0,3.0,54.8,54.8-70.3,54.8,70.3,54.8,,4616,6351,5831930,
12,,healthy,,8.0,4.0,56.1,56.1-70.3,56.1,70.3,56.1,,4616,6351,5831930,
16,,healthy,,10.0,6.0,29.0,24-37,24.0,37.0,,,8910,9456,4758827,
65,SZ or schizoaffective disorder (SZA),patients,,,,,,,,,,7722,10024,8379545,
132,healthy,controls,,,,,,,,,,7722,10024,8379545,
18,amusic,patients,amusic adults,,,,,,,,1.0,5611,8062,6831619,
18,,healthy,non-musician controls,,,,,,,,1.0,5611,8062,6831619,
46,,healthy,,26.0,20.0,44.1,21-77 years,21.0,77.0,,,7237,9993,5783269,
19,mild to moderate PD,patients,,12.0,7.0,64.2,43-79 years,43.0,79.0,,,7237,9993,5783269,
38,,healthy,,21.0,17.0,45.7,21-77 years,21.0,77.0,,,7237,9993,5783269,
15,PD,patients,,9.0,6.0,63.7,43-79 years,43.0,79.0,,,7237,9993,5783269,
22,healthy,control,,11.0,11.0,61.3,50-77 years,50.0,77.0,,,7237,9993,5783269,
18,healthy,control,,10.0,8.0,61.5,51-77 years,51.0,77.0,,,7237,9993,5783269,
15,healthy,non-senior healthy,,10.0,5.0,26.7,22-43 years,22.0,43.0,,,7237,9993,5783269,
30,,healthy,,15.0,15.0,25.0,20-30,20.0,30.0,25.0,,13448,15386,5539178,
11,schizophrenia,patients,,6.0,5.0,38.9,9.3 years,,,,,7962,9708,4480149,
11,,healthy,subjects,,,38.9,9.3 years,,,,,7962,9708,4480149,
27,patients,patients,,,,,,,,,,7983,10239,5903407,
24,,healthy,,,,,,,,,,7983,10239,5903407,
603,,healthy,,,,,,,,,,12003,12859,3313067,
25,ALC,patients,,15.0,10.0,45.0,30-60,30.0,60.0,40.0,,50033,53149,6491039,
17,ALC,patients,,10.0,7.0,50.0,40-60,40.0,60.0,45.0,,50033,53149,6491039,
24,,healthy,,12.0,12.0,35.0,25-45,25.0,45.0,30.0,,50033,53149,6491039,
22,,healthy,,11.0,11.0,40.0,30-50,30.0,50.0,35.0,,50033,53149,6491039,
42,,healthy,,,,,,,,,,8452,9635,7933450,
55,,healthy,,40.0,15.0,519.0,,,,,,7065,8199,8464598,
81,ASD,patients,,62.0,19.0,519.0,,,,,,7065,8199,8464598,
88,ADHD,patients,,68.0,20.0,519.0,,,,,,7065,8199,8464598,
13,schizophrenia,patients,,11.0,2.0,41.23,,,,,,9236,11051,4019508,
16,,healthy,,7.0,9.0,41.56,,,,,,9236,11051,4019508,
31,,healthy,,12.0,16.0,24.0,21-32,21.0,32.0,,,4905,6067,5487465,
4,tetraplegic,patients,P1P4,4.0,0.0,29.0,15-41,15.0,41.0,,3.0,5017,6442,6015913,
3,,healthy,C1C3,3.0,0.0,34.0,,,,,3.0,5017,6442,6015913,
30,,healthy,,,,,,,,,,9392,10129,7235958,
14,first-episode psychosis,patients,antipsychotic naive individuals,,,,,,,,,7855,10611,6154975,
37,,healthy,volunteers,,,,,,,,,7855,10611,6154975,
21,healthy,patients,university students,5.0,16.0,22.8,22-24,22.0,24.0,,,11121,11961,4410791,
27,neurologically normal,undergraduates,right-handed,12.0,15.0,22.0,18 to 37 years old,18.0,37.0,,,5182,5906,3426015,
18,,healthy,,8.0,10.0,22.33,3.4,18.0,26.0,,,10004,10912,6223879,
16,,healthy,,12.0,4.0,26.0,22-36,22.0,36.0,,,12912,13750,3184148,
25,recurrent MDD,patients,,,,,,,,,,9473,13330,3896989,
25,healthy,control subjects,,,,,,,,,,9473,13330,3896989,
32,long term bilateral SNHL,patients,,22.0,10.0,54.5,9.3,28.0,2.0,2.0,,6006,8193,6433888,
30,clinically normal hearing,Control,,14.0,16.0,53.6,8.0,2.0,5.0,6.0,,6006,8193,6433888,
8,,healthy,,,,,,,,,,6486,7238,5040199,
7,,healthy,,,,,,,,,,6486,7238,5040199,
116,healthy,old,subjects,37.0,79.0,68.25,63-78,63.0,78.0,,,14223,16379,4174767,
25,healthy,young,subjects,8.0,17.0,23.08,19-28,19.0,28.0,,,14223,16379,4174767,
15,PTSD,patients,,,,,,,,,,15850,19588,8785646,
15,healthy,participants,,,,,,,,,,15850,19588,8785646,
50,diphasic dyskinetic,patients,male,25.0,25.0,60.0,50-70,50.0,70.0,55.0,,26379,29724,7603392,
50,non-dyskinetic,patients,female,25.0,25.0,65.0,55-75,55.0,75.0,60.0,,26379,29724,7603392,
10,,healthy,male,10.0,0.0,,,,,,,7323,7711,3432259,
18,,healthy,,7.0,11.0,25.8,18-45,18.0,45.0,25.8,,6090,6964,5890198,
34,,healthy,,20.0,14.0,25.0,20-30,20.0,30.0,26.0,,11354,12401,5131954,
33,ACDs,patients,,15.0,18.0,28.0,25-35,25.0,35.0,29.0,,11354,12401,5131954,
42,,healthy,,21.0,21.0,33.0,24-45,24.0,45.0,33.0,,9170,10560,5516169,
21,,healthy,,21.0,0.0,33.0,24-45,24.0,45.0,33.0,,9170,10560,5516169,
21,,healthy,,,,35.0,27-43,27.0,43.0,35.0,,9170,10560,5516169,
9,DPD,patients,primary-diagnosis,5.0,4.0,36.11731,,,,,,8379,9997,4024664,
12,,healthy,,7.0,5.0,27.25495,,,,,,8379,9997,4024664,
70,,healthy,,,,,,,,,,13816,15965,6141635,
35,,healthy,,,,,,,,,,13816,15965,6141635,
35,,healthy,,,,,,,,,,13816,15965,6141635,
35,,healthy,,,,,,,,,,13816,15965,6141635,
35,,healthy,,,,,,,,,,13816,15965,6141635,
31,HR,patients,,16.0,15.0,,,,,,,8065,10002,8457564,
31,,healthy,,16.0,15.0,,,,,,,8065,10002,8457564,
40,,healthy,,24.0,16.0,25.6,,,,,,2160,2595,6146453,
43,BPD,patients,young adults,,,,,,,,,8583,10015,6074614,
39,,healthy,age- and gender- matched,,,,,,,,,8583,10015,6074614,
18,HBOT,patients,,,,,,,,,,16982,18188,8863239,
17,control,patients,,,,,,,,,,16982,18188,8863239,
8,22q11DS,patients,,4.0,4.0,916.0,,,,,,6520,8333,3164011,
13,healthy,controls,,8.0,5.0,817.0,,,,,,6520,8333,3164011,
46,,healthy,"Suzhou city, China",0.0,46.0,,,,,,,6545,7676,7151113,
24,,healthy,,,,,,,,,,69299,70739,6303108,
26,WC patients,patients,,15.0,11.0,46.8,13.7,70.0,49.3,,,6474,7418,5650679,
27,,healthy,,14.0,13.0,49.3,13.9,70.0,,,,6474,7418,5650679,
11,AD,patients,,7.0,4.0,79.0,69-95,69.0,95.0,,,6265,8452,2518373,
9,healthy,controls,elderly,3.0,6.0,75.11,72-77,72.0,77.0,,,6265,8452,2518373,
10,,healthy,,7.0,3.0,21.9,19-28,19.0,28.0,,,29043,32565,2944888,
16,,healthy,adult,8.0,8.0,27.0,18-31 years,18.0,31.0,,,18081,18512,4179761,
24,,healthy,,12.0,12.0,20.0,19-25,19.0,25.0,22.0,,7819,8553,6828617,
83,,healthy,,,,,,,,,,6307,7390,4949629,
31,patients,patients,,11.0,20.0,,,,,,,6838,8684,5822570,
32,,healthy,good sleepers,11.0,21.0,,,,,,,6838,8684,5822570,
23,,healthy,,7.0,16.0,23.78,19 to 31,19.0,31.0,,1.0,11849,12277,4324997,
104,,healthy,,45.0,59.0,,,,,,2.0,28747,32295,6209625,
14,,healthy,,,,30.0,24-41,24.0,41.0,,,7141,7780,4229501,
35,,healthy,,,,,,,,,1.0,6304,7521,6603131,
35,PD,patients,,,,,,,,,1.0,6304,7521,6603131,
48,,healthy,adult volunteers,,,20.77,1.87 years,,,,,9135,10241,6243583,
18,,healthy,,8.0,10.0,26.06,18 to 39,18.0,39.0,,,4814,5197,4306523,
10,chronic marijuana (MJ) users,patients,,8.0,2.0,,,,,,,7512,11306,3742334,
18,,healthy,,11.0,7.0,,,,,,,7512,11306,3742334,
16,,healthy,,8.0,8.0,48.2,18-60,18.0,60.0,,,4407,6727,3786613,
15,HS,patients,HS,8.0,7.0,45.0,30-60,30.0,60.0,45.0,,18521,19544,5603705,
13,mAD,patients,mAD,7.0,6.0,50.0,40-60,40.0,60.0,50.0,,18521,19544,5603705,
13,sAD,patients,sAD,6.0,7.0,55.0,45-65,45.0,65.0,55.0,,18521,19544,5603705,
22,,healthy,,,,25.0,1942,,,,,6631,7568,4729319,
24,MDD,patients,,8.0,16.0,51.2,24-65,24.0,65.0,,,12139,13000,5825897,
24,,healthy,,8.0,16.0,47.8,25-65,25.0,65.0,,,12139,13000,5825897,
78,CD,patients,CD,10.0,68.0,15.7,10.1-19.1,10.1,19.1,,,8070,9337,6200838,
78,,healthy,TD,10.0,68.0,15.7,10.1-19.1,10.1,19.1,,,8070,9337,6200838,
15,,healthy,,7.0,8.0,20.0,18-22,18.0,22.0,,,37581,38121,5043422,
32,,healthy,,,,,,,,,,6106,7459,7079031,
13,"unilateral, upper limb amputation with phantom limb pain",patients,,11.0,2.0,52.92,3275 years,32.0,75.0,,,8118,9527,2494616,
6,,healthy,,,,43.0,3056,30.0,56.0,,,8118,9527,2494616,
12,,healthy,middle-aged,,,54.6,12-20,40.0,63.0,,,8104,8438,2233815,
25,NF1,patients,children and adolescents,,,,,,,,1.0,6759,9601,3377684,
29,,healthy,children and adolescents,,,,,,,,1.0,6759,9601,3377684,
17,NF1,patients,adults,,,,,,,,1.0,6759,9601,3377684,
20,,healthy,adults,,,,,,,,1.0,6759,9601,3377684,
29,GAD,patients,,,,,,,,,,8744,10839,3777795,
26,GAD,patients,MBSR,,,,,,,,,8744,10839,3777795,
26,GAD,patients,SME,,,,,,,,,8744,10839,3777795,
26,,healthy,,,,,,,,,,8744,10839,3777795,
12,healthy,volunteers,right-handed,9.0,3.0,28.0,SD,2.0,82.0,28.0,,6031,8564,7905591,
14,,healthy,,11.0,3.0,21.5,21-26,21.0,26.0,23.0,,18260,18889,5736650,
20,healthy,volunteers,main experiment,13.0,7.0,,20-25,20.0,25.0,,,29807,30667,4914983,
2,,healthy,main experiment,,,,,,,,,29807,30667,4914983,
18,healthy,volunteers,control experiment,9.0,9.0,,20-29,20.0,29.0,,,29807,30667,4914983,
50,,healthy,,17.0,33.0,23.84,19 to 37 years,19.0,37.0,,,5822,6274,4469651,
50,,healthy,,25.0,25.0,23.3,2.1 years,,,,,5411,6151,3544542,
12,,healthy,,4.0,8.0,25.2,,,,,,9713,10133,3498331,
15,,healthy,,11.0,4.0,25.8,,,,,,9713,10133,3498331,
33,,healthy,,19.0,14.0,,,,,,,25039,26157,7329834,
3,Insular patients,patients,Insular group,3.0,0.0,44.2,SD = 19.0,,,,,36781,39636,4709635,
12,,healthy,,9.0,3.0,49.3,SD = 12.5,,,,,36781,39636,4709635,
20,healthy,patients,group1,10.0,10.0,35.0,20-50,20.0,50.0,30.0,1.0,20045,23939,4205092,
15,,healthy,group2,8.0,7.0,45.0,30-60,30.0,60.0,50.0,1.0,20045,23939,4205092,
20,,healthy,,11.0,9.0,22.0,18-31,18.0,31.0,,,5837,6328,2991198,
25,healthy,volunteers,,9.0,16.0,25.0,18-35,18.0,35.0,25.0,,6447,9904,5373110,
40,,healthy,,18.0,22.0,22.24,18-26,18.0,26.0,,,14835,16523,8209061,
20,,healthy,young male volunteers,20.0,0.0,23.03,18-34,18.0,34.0,23.03,1.0,11249,13262,8277796,
16,younger adults,patients,younger adults,,,,,,,,,10358,12233,6105189,
15,older adults,patients,older adults,,,,,,,,,10358,12233,6105189,
8,stroke,patients,early chronic phase,5.0,3.0,67.0,8 years,,,,,19667,21074,6105621,
8,,healthy,age-matched,5.0,3.0,67.0,9 years,,,,,19667,21074,6105621,
30,,healthy,NCs,15.0,15.0,45.0,30-60,30.0,60.0,45.0,1.0,5564,6969,8556613,
50,PD patients with anxiety symptoms,patients,PD-A,25.0,25.0,60.0,50-70,50.0,70.0,60.0,1.0,5564,6969,8556613,
70,PD patients without anxiety symptoms,patients,PD-NA,35.0,35.0,65.0,55-75,55.0,75.0,65.0,1.0,5564,6969,8556613,
11,proficient,patients,proficient,3.0,8.0,28.73,19-46,19.0,46.0,,,39775,41437,3554651,
10,less-proficient,patients,less-proficient,3.0,7.0,30.0,19-45,19.0,45.0,,,39775,41437,3554651,
42,bronchial asthma with nonacute attacks,patients,,,,,,,,,,3994,4754,5478859,
60,,healthy,,,,,,,,,,3994,4754,5478859,
18,,healthy,,,,,,,,,,3994,4754,5478859,
24,,healthy,,,,,,,,,,3994,4754,5478859,
21,,healthy,,,,25.1,18 to 38 years,18.0,38.0,,,13348,14129,4383651,
101,insomnia,patients,,,,,,,,,,14392,16177,8612467,
91,,healthy,,,,,,,,,,14392,16177,8612467,
20,,healthy,,,,,,,,,,10312,13592,5964452,
29,boys with ASD,patients,boys,29.0,0.0,,,,,,,10312,13592,5964452,
20,boys with OCD,patients,boys,20.0,0.0,,,,,,,10312,13592,5964452,
28,,healthy,,,,,,,,,,8811,9687,3458812,
1,epileptic,patients,epileptic patient,1.0,0.0,,,,,,,43148,46694,3778887,
30,PI patients,patients,,,,,,,,,,6686,7954,7821580,
16,healthy,participants,,,,,,,,,,11982,15652,4647500,
17,,healthy,,4.0,13.0,23.58,,,,,,9507,10375,3868915,
31,,healthy,,14.0,13.0,21.7,1825,18.0,25.0,21.7,,8138,9109,5818614,
39,healthy,participants,right-handed,20.0,19.0,22.1,,,,,,7919,8346,4731490,
10,ADHD,patients,,9.0,1.0,8.3,,,,,,6138,7688,5083948,
52,,healthy,,,,,,,,,,7167,8631,4464202,
12,HA residents,patients,HA residents,,,,,,,,,25675,27108,3213017,
11,SL residents,patients,SL residents,,,,,,,,,25675,27108,3213017,
56,,healthy,,,,,,,,,,8762,9624,7476068,
71,ALS,patients,,,,,,,,,,8762,9624,7476068,
20,,healthy,older adults,,,,,,,,,12537,14963,5554371,
20,,healthy,,,,,,,,,,12537,14963,5554371,
13,experienced HA users,patients,eHA,,,4.5,,,,,,8835,10592,6509414,
14,inexperienced HA users,patients,iHA,,,,,,,,,8835,10592,6509414,
67,REM sleep,patients,,,,,,,,,1.0,40522,42236,3726865,
13,CHR,patients,,9.0,4.0,21.2,,,,,,9842,13226,7076146,
13,,healthy,,6.0,7.0,27.2,,,,,,9842,13226,7076146,
10,,healthy,male,10.0,0.0,24.7,23-28,23.0,28.0,24.0,,7964,11502,3189203,
19,,healthy,,7.0,12.0,,2124years,,,,,6445,7239,8564766,
32,,healthy,,,,24.22,18-41 years,18.0,41.0,,,13948,14814,6766853,
