count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid
1,healthy,patients,group1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,12.0,20827,24417,8429816
2,,healthy,group2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,12.0,20827,24417,8429816
20,AUD,patients,Group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,1765,4665,3967532
15,,healthy,Group 2,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,1765,4665,3967532
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,11.0,37440,40539,7229488
40,,healthy,Group B,20.0,20.0,35.0,25-45,25.0,45.0,35.0,11.0,37440,40539,7229488
50,schizophrenia,patients,Group A,25.0,25.0,35.0,25-45,25.0,45.0,30.0,1.0,6641,10035,8193510
50,,healthy,Group B,30.0,20.0,40.0,30-50,30.0,50.0,45.0,1.0,6641,10035,8193510
10,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,8.0,24303,28271,7481778
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,8.0,24303,28271,7481778
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,2148,5360,4446262
30,patients,patients,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,2148,5360,4446262
3,Chinese,participants,Chinese,,,,,,,,13.0,50006,53926,4165215
3,American,participants,American,,,,,,,,13.0,50006,53926,4165215
31,,healthy,controls,,,,,,,,5.0,17766,19719,7451428
29,patients,patients,schizophrenia,,,,,,,,5.0,17766,19719,7451428
50,healthy,patients,Group A,25.0,25.0,35.0,25-45,25.0,45.0,30.0,1.0,5017,8246,7567102
30,patients,patients,Group B,15.0,15.0,40.0,30-50,30.0,50.0,45.0,1.0,5017,8246,7567102
47,healthy,patients,untreated,,,,,,,,,2299,5395,7118360
50,PD patients,patients,non-impulsive PD,25.0,25.0,60.0,50-70,50.0,70.0,55.0,3.0,11454,12550,6258801
30,PD patients,patients,ICD-PD,15.0,15.0,65.0,55-75,55.0,75.0,60.0,3.0,11454,12550,6258801
50,,healthy,,25.0,25.0,55.0,45-65,45.0,65.0,50.0,3.0,11454,12550,6258801
10,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,4.0,13315,17308,2816724
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,4.0,13315,17308,2816724
30,,healthy,female,0.0,30.0,21.2,2022,20.0,22.0,,2.0,6709,7968,6369365
15,,healthy,higher frequency use group,,,,,,,,2.0,6709,7968,6369365
15,,healthy,lower frequency use group,,,,,,,,2.0,6709,7968,6369365
6,autistic spectrum disorders,patients,children,3.0,3.0,10.0,8-12,8.0,12.0,10.0,,6738,9774,2644454
6,,healthy,children,3.0,3.0,10.0,8-12,8.0,12.0,10.0,,6738,9774,2644454
1,MS patients,patients,RR,0.0,1.0,,,,,,,1645,5555,6500632
1,,healthy,,,,,,,,,,1645,5555,6500632
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,7.0,26149,29339,8857499
15,patients,patients,experimental,8.0,7.0,35.0,30-40,30.0,40.0,35.0,7.0,26149,29339,8857499
50,PTSD,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,2347,6243,8725707
30,MDD,patients,Group B,10.0,20.0,40.0,25-55,25.0,55.0,45.0,,2347,6243,8725707
20,,healthy,Group C,10.0,10.0,30.0,20-40,20.0,40.0,35.0,,2347,6243,8725707
20,depression,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,2437,5938,3659304
15,schizophrenia,patients,group B,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,2437,5938,3659304
25,,healthy,group C,15.0,10.0,28.0,20-35,20.0,35.0,25.0,,2437,5938,3659304
1,PD,patients,drug-naive early PD patients,0.0,1.0,,,,,,,1615,4949,4299805
20,migraine,patients,1Hz taVNS,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,3114,5987,7239932
1,anaplastic astrocytoma,patients,male,1.0,0.0,,,,,,,1845,4615,6472434
20,TD,patients,TD,10.0,10.0,25.0,20-30,20.0,30.0,25.0,4.0,18863,20875,4210608
15,ASD,patients,ASD,8.0,7.0,28.0,25-35,25.0,35.0,28.0,4.0,18863,20875,4210608
4,,healthy,,,,,,,,,,4087,7164,7744462
1,smokers,patients,smokers,1.0,0.0,30.0,20-40,20.0,40.0,30.0,,4087,7164,7744462
1,IGD,patients,IGD,0.0,1.0,25.0,20-30,20.0,30.0,25.0,,4087,7164,7744462
1,IGD-Smoking,patients,IGD-Smoking,1.0,0.0,35.0,30-40,30.0,40.0,35.0,,4087,7164,7744462
22,,healthy,,24.0,22.0,,,,,,14.0,31174,33568,5991324
24,,healthy,,25.0,27.0,,,,,,14.0,31174,33568,5991324
12,,healthy,male,12.0,0.0,25.1,3.1 years,25.1,25.1,25.1,6.0,24521,25007,4325335
50,HIV and syphilis co-infection,patients,male,30.0,20.0,35.0,25-45,25.0,45.0,30.0,,1947,4930,7073437
50,HIV and syphilis co-infection,patients,female,20.0,30.0,40.0,30-50,30.0,50.0,45.0,,1947,4930,7073437
56,,healthy,older adults,,,69.07,5683 years,56.0,83.0,,7.0,14689,15505,5378713
19,,healthy,,10.0,9.0,8.14,8-14,8.0,14.0,,2.0,11171,11969,6156257
1,,healthy,older adults,0.0,1.0,65.0,60-70,60.0,70.0,65.0,,2118,5575,4908139
20,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,5.0,18955,20913,4526683
30,patients,patients,experimental,15.0,15.0,45.0,35-55,35.0,55.0,45.0,5.0,18955,20913,4526683
2,dyslexics,patients,non-phonological,1.0,1.0,10.0,8-12,8.0,12.0,10.0,12.0,35366,38509,4054964
1,dyslexics,patients,phonological,1.0,0.0,11.0,11-11,11.0,11.0,11.0,12.0,35366,38509,4054964
1,,healthy,,1.0,0.0,12.0,12-12,12.0,12.0,12.0,12.0,35366,38509,4054964
25,CNSP caused by CSR,patients,,,,,,,,,11.0,5854,7132,5536581
20,healthy,volunteers,,,,,,,,,11.0,5854,7132,5536581
20,healthy,patients,young,10.0,10.0,25.0,20-30,20.0,30.0,25.0,9.0,21700,25530,4023019
15,patients,patients,old,8.0,7.0,65.0,60-70,60.0,70.0,65.0,9.0,21700,25530,4023019
14,,healthy,adults,14.0,0.0,,,,,,1.0,6830,10786,2233772
14,older adults,patients,,14.0,0.0,,,,,,1.0,6830,10786,2233772
20,,healthy,adults,20.0,0.0,,,,,,1.0,6830,10786,2233772
20,older adults,patients,,20.0,0.0,,,,,,1.0,6830,10786,2233772
20,ESRD,patients,hemodialysis,10.0,10.0,55.0,40-70,40.0,70.0,55.0,,2350,6040,8863739
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,4.0,15334,17674,5031470
30,patients,patients,experimental,15.0,15.0,40.0,35-45,35.0,45.0,40.0,4.0,15334,17674,5031470
20,GAD,patients,adolescents,10.0,10.0,16.0,13-19,13.0,19.0,16.0,,1794,4809,5529377
1,healthy,patients,mothers,0.0,1.0,35.0,30-40,30.0,40.0,35.0,7.0,26086,28031,6901698
2,writer's cramp,patients,,,,,,,,,6.0,17067,17368,4669532
34,adolescents,patients,negative RPEs,20.0,14.0,25.0,18-35,18.0,35.0,24.0,5.0,17394,19692,4330550
34,,healthy,negative RPEs,20.0,14.0,30.0,25-40,25.0,40.0,29.0,5.0,17394,19692,4330550
50,SLE,patients,NPSLE,20.0,30.0,35.0,25-50,25.0,50.0,30.0,,2455,5705,8113012
30,SLE,patients,non-NPSLE,10.0,20.0,40.0,30-55,30.0,55.0,45.0,,2455,5705,8113012
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,1777,3943,4692314
15,patients,patients,group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,,1777,3943,4692314
50,LPI,patients,baseline,25.0,25.0,45.0,30-60,30.0,60.0,40.0,8.0,25438,26568,7710811
50,RPI,patients,baseline,30.0,20.0,50.0,35-65,35.0,65.0,45.0,8.0,25438,26568,7710811
100,,healthy,baseline,50.0,50.0,40.0,25-55,25.0,55.0,35.0,8.0,25438,26568,7710811
36,,healthy,,,,,,,,,,969,2405,7448163
19,,healthy,,5.0,14.0,25.7,3.8,,,,2.0,7066,7535,6387936
35,,healthy,,15.0,20.0,23.69,20-35,20.0,35.0,23.69,1.0,9491,12391,6372948
20,SCZ,patients,SCZ + S,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,9450,11450,5852894
15,,healthy,healthy men,15.0,0.0,40.0,30-50,30.0,50.0,45.0,1.0,9450,11450,5852894
49,schizophrenia,patients,short-illness,,,,,,,,5.0,10386,12725,2654525
49,,healthy,,,,,,,,,5.0,10386,12725,2654525
20,concentric contractions,patients,CC,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,2437,6317,4109700
15,central scotoma,patients,CS,8.0,7.0,50.0,40-60,40.0,60.0,55.0,,2437,6317,4109700
5,,healthy,,5.0,0.0,,,,,,7.0,24160,25842,3480647
50,healthy,patients,Group I,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,2296,5615,4001872
30,,healthy,Group II,15.0,15.0,35.0,25-45,25.0,45.0,35.0,,2296,5615,4001872
10,RD,patients,children,5.0,5.0,8.0,6-10,6.0,10.0,8.0,10.0,27639,31277,3888398
15,RD,patients,adults,8.0,7.0,25.0,20-30,20.0,30.0,25.0,10.0,27639,31277,3888398
20,,healthy,children,10.0,10.0,9.0,7-11,7.0,11.0,9.0,10.0,27639,31277,3888398
25,,healthy,adults,12.0,13.0,30.0,25-35,25.0,35.0,30.0,10.0,27639,31277,3888398
15,,healthy,,8.0,7.0,32.0,25-40,25.0,40.0,30.0,5.0,16641,18899,4053655
14,remitted patients,patients,remitted,6.0,8.0,45.0,40-55,40.0,55.0,47.5,5.0,16641,18899,4053655
3,ADHD,patients,ADHD medication,,,,,,,,3.0,13973,17713,6934617
20,deaf,patients,deaf group,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,1824,5171,3398390
20,hearing,patients,hearing group,10.0,10.0,30.0,25-35,25.0,35.0,30.0,,1824,5171,3398390
50,ET,patients,Group A,25.0,25.0,60.0,50-70,50.0,70.0,55.0,13.0,22913,26568,3711903
30,,healthy,Group B,15.0,15.0,55.0,45-65,45.0,65.0,60.0,13.0,22913,26568,3711903
20,temporal lobe epilepsy,patients,TLE,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,2092,5904,6714062
30,,healthy,control,15.0,15.0,40.0,30-50,30.0,50.0,45.0,,2092,5904,6714062
1,delusional infestation,patients,primary delusional infestation,1.0,0.0,,,,,,1.0,1157,3143,4321660
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,11.0,35057,36400,3313548
15,patients,patients,group2,8.0,7.0,45.0,40-50,40.0,50.0,47.0,11.0,35057,36400,3313548
20,synaesthetes,patients,projector,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,4978,8820,3812565
15,,healthy,,8.0,7.0,35.0,25-45,25.0,45.0,35.0,1.0,4978,8820,3812565
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,5.0,19352,20877,5607125
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,47.0,5.0,19352,20877,5607125
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,13.0,38069,41499,3635018
15,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,13.0,38069,41499,3635018
100,healthy,patients,group1,50.0,50.0,30.0,20-40,20.0,40.0,30.0,7.0,19810,23080,6885594
80,,healthy,group2,40.0,40.0,35.0,25-45,25.0,45.0,35.0,7.0,19810,23080,6885594
41,,healthy,,22.0,19.0,23.57,,,,,2.0,11206,12056,5078804
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,4.0,12803,15984,4602085
15,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,4.0,12803,15984,4602085
1,,healthy,control,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,1916,3682,3396380
2,patients,patients,group 1,10.0,15.0,45.0,30-60,30.0,60.0,45.0,,1916,3682,3396380
3,patients,patients,group 2,8.0,12.0,50.0,40-60,40.0,60.0,50.0,,1916,3682,3396380
22,,healthy,,10.0,12.0,35.0,25-45,25.0,45.0,30.0,5.0,28344,32343,5073125
15,ADHD,patients,subtype A,8.0,7.0,28.0,20-35,20.0,35.0,25.0,5.0,28344,32343,5073125
10,ADHD,patients,subtype B,6.0,4.0,32.0,28-40,28.0,40.0,30.0,5.0,28344,32343,5073125
50,BD,patients,male,25.0,25.0,35.0,25-45,25.0,45.0,30.0,1.0,6301,9948,7573621
50,BD,patients,female,25.0,25.0,40.0,30-50,30.0,50.0,35.0,1.0,6301,9948,7573621
50,,healthy,male,25.0,25.0,30.0,20-40,20.0,40.0,25.0,1.0,6301,9948,7573621
50,,healthy,female,25.0,25.0,35.0,25-45,25.0,45.0,30.0,1.0,6301,9948,7573621
50,PTSD,patients,PTSD,25.0,25.0,35.0,25-45,25.0,45.0,30.0,8.0,26592,29923,7240193
30,PTSD+DS,patients,PTSD+DS,15.0,15.0,40.0,30-50,30.0,50.0,35.0,8.0,26592,29923,7240193
100,,healthy,healthy,50.0,50.0,30.0,20-40,20.0,40.0,25.0,8.0,26592,29923,7240193
50,migraine,patients,high frequency,20.0,30.0,35.0,25-45,25.0,45.0,30.0,9.0,43389,45915,5040752
30,fibromyalgia,patients,chronic,10.0,20.0,40.0,30-50,30.0,50.0,45.0,9.0,43389,45915,5040752
20,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,9.0,43389,45915,5040752
20,CSM,patients,Group 1,10.0,10.0,55.0,45-65,45.0,65.0,55.0,,1828,4986,7785814
15,CSM,patients,Group 2,8.0,7.0,60.0,50-70,50.0,70.0,60.0,,1828,4986,7785814
25,,healthy,Control,12.0,13.0,50.0,40-60,40.0,60.0,50.0,,1828,4986,7785814
20,HYS,young,right-handed,7.0,13.0,25.2,22-30,22.0,30.0,25.5,,5775,8999,5872590
20,healthy,older adults,,9.0,11.0,66.21,60-72 years,60.0,72.0,,2.0,5766,7700,8291150
21,healthy,young adults,,9.0,12.0,20.71,18-25 years,18.0,25.0,,2.0,5766,7700,8291150
50,healthy,patients,Group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,,1863,4856,3624952
40,,healthy,Group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,,1863,4856,3624952
20,healthy,patients,young,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,1984,5028,4823302
15,patients,patients,middle-aged,8.0,7.0,45.0,40-50,40.0,50.0,45.0,,1984,5028,4823302
30,,healthy,undergraduate students,12.0,18.0,21.83,18 to 27,18.0,27.0,,,9928,10838,4556991
11,AN,AN participants,AN participants,5.0,6.0,25.0,20-30,20.0,30.0,25.0,5.0,18253,21327,3961291
12,comparison adolescents,comparison adolescents,comparison adolescents,6.0,6.0,22.0,18-25,18.0,25.0,22.0,5.0,18253,21327,3961291
31,CCH,patients,,15.0,16.0,35.0,20-50,20.0,50.0,30.0,4.0,11752,13489,5271317
40,,healthy,,20.0,20.0,40.0,25-60,25.0,60.0,35.0,4.0,11752,13489,5271317
10,developmental prosopagnosics,patients,prosopagnosics,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,5098,8792,3900530
20,,healthy,normal,10.0,10.0,35.0,25-45,25.0,45.0,35.0,,5098,8792,3900530
20,LLAs,patients,LLAs,10.0,10.0,45.0,30-60,30.0,60.0,40.0,3.0,16864,18350,6189475
20,,healthy,HCs,10.0,10.0,40.0,25-55,25.0,55.0,35.0,3.0,16864,18350,6189475
50,healthy,patients,group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,,2111,4730,3674317
40,,healthy,group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,,2111,4730,3674317
10,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,11.0,37530,40893,8422162
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,11.0,37530,40893,8422162
24,,healthy,,15.0,9.0,21.0,,,,,1.0,8662,11382,5126868
2,healthy,patients,group1,1.0,1.0,30.0,20-40,20.0,40.0,30.0,15.0,44403,47351,4047091
3,,healthy,group2,2.0,1.0,45.0,40-50,40.0,50.0,45.0,15.0,44403,47351,4047091
50,healthy,patients,group 1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,13.0,50969,54265,5043422
30,,healthy,group 2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,13.0,50969,54265,5043422
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,9.0,24382,28255,3016621
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,9.0,24382,28255,3016621
33,,healthy,,,,23.1,20-31,20.0,31.0,,2.0,10096,11074,8720190
39,healthy,patients,group1,20.0,19.0,35.0,20-50,20.0,50.0,30.0,4.0,13121,16198,2938977
25,,healthy,group2,10.0,15.0,45.0,30-60,30.0,60.0,50.0,4.0,13121,16198,2938977
20,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,2203,5332,3160552
15,patients,patients,Group B,8.0,7.0,35.0,25-45,25.0,45.0,35.0,,2203,5332,3160552
9,,healthy,ChR2-GFP,,,,,,,,9.0,29908,32212,8832877
9,,healthy,GFP,,,,,,,,9.0,29908,32212,8832877
56,,healthy,,,,,,,,,4.0,8290,10405,6987884
41,,healthy,,,,,,,,,4.0,8290,10405,6987884
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,6843,9391,4768680
30,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,2.0,6843,9391,4768680
33,,healthy,,19.0,14.0,,,,,,6.0,25039,26157,7329834
50,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,2234,5646,5383672
30,patients,patients,group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,2234,5646,5383672
20,high-functioning ASD,patients,children,,,,,,,,2.0,7068,9347,4564562
20,,healthy,children,,,,,,,,2.0,7068,9347,4564562
1,,healthy,US -subgroup of study 1,0.0,1.0,,,,,,9.0,43325,46875,8113515
1,patients,patients,all participants in study 2,0.0,1.0,,,,,,9.0,43325,46875,8113515
1,,healthy,US -subgroup of study 1,0.0,1.0,,,,,,9.0,43325,46875,8113515
1,healthy,patients,group1,10.0,15.0,25.0,20-30,20.0,30.0,25.0,4.0,17010,20541,6007597
2,,healthy,group2,5.0,8.0,35.0,30-40,30.0,40.0,35.0,4.0,17010,20541,6007597
1,,healthy,elder,,,,,,,,9.0,17775,19197,7744224
44,hypersexual behaviour,patients,,44.0,0.0,,,,,,1.0,7377,10526,7327301
37,,healthy,,37.0,0.0,,,,,,1.0,7377,10526,7327301
20,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,2319,5637,8752962
15,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,2319,5637,8752962
1,experimental,patients,experimental group,5.0,3.0,35.0,25-45,25.0,45.0,30.0,4.0,12651,14280,7294058
1,,healthy,control group,4.0,6.0,28.0,20-35,20.0,35.0,25.0,4.0,12651,14280,7294058
10,PD patients,patients,PD patients,5.0,5.0,60.0,50-70,50.0,70.0,60.0,1.0,9499,13251,8417797
33,musically trained children,patients,mus,,,,,,,,6.0,22577,25575,7578432
33,,healthy,cont,,,,,,,,6.0,22577,25575,7578432
18,,healthy,,4.0,14.0,22.2,18-27,18.0,27.0,,2.0,6857,7683,4324766
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,14.0,54395,57505,6856165
15,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,14.0,54395,57505,6856165
50,ADHD,patients,ADHD patients,30.0,20.0,25.0,18-40,18.0,40.0,26.0,,2490,6225,4432080
50,ASD,patients,ASD patients,20.0,30.0,30.0,20-45,20.0,45.0,32.0,,2490,6225,4432080
50,,healthy,Healthy controls,25.0,25.0,28.0,22-35,22.0,35.0,27.0,,2490,6225,4432080
40,MDD,patients,,,,,,,,,4.0,14514,14976,8328277
64,,healthy,,,,,,,,,4.0,14514,14976,8328277
20,ASC,patients,Group 1,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,1988,5041,3979738
15,ASC,patients,Group 2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,,1988,5041,3979738
25,,healthy,Group 1,15.0,10.0,28.0,22-35,22.0,35.0,28.0,,1988,5041,3979738
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,13.0,41020,42985,4728009
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,13.0,41020,42985,4728009
1,current PD with comorbid MDD,patients,,1.0,0.0,30.0,25-35,25.0,35.0,30.0,,1585,4415,4204386
1,current MDD-only,patients,,0.0,1.0,35.0,35-35,35.0,35.0,35.0,,1585,4415,4204386
1,,healthy,,1.0,0.0,40.0,40-40,40.0,40.0,40.0,,1585,4415,4204386
15,healthy,participants,right-handed,10.0,5.0,28.9,S.D.=2,28.0,29.0,,,5800,6591,3598753
20,cLBP,patients,cLBP patients,10.0,10.0,45.0,30-60,30.0,60.0,40.0,,6564,7810,6444301
20,,healthy,healthy controls,10.0,10.0,40.0,25-55,25.0,55.0,35.0,,6564,7810,6444301
20,,healthy,elderly,10.0,10.0,70.0,60-80,60.0,80.0,70.0,,2069,5917,5670503
30,patients,patients,MCI,15.0,15.0,75.0,65-85,65.0,85.0,75.0,,2069,5917,5670503
30,,healthy,,,,,,,,,1.0,8335,9881,8355471
15,,healthy,,,,,,,,,1.0,8335,9881,8355471
6,,healthy,,3.0,3.0,30.0,20-40,20.0,40.0,30.0,3.0,10512,12944,7428471
56,schizophrenic,patients,,10.0,26.0,,,,,,3.0,7002,7436,5954893
19,,healthy,,7.0,12.0,,,,,,3.0,7002,7436,5954893
50,T2DM,patients,T2DM,25.0,25.0,55.0,40-70,40.0,70.0,55.0,8.0,15112,16837,7816934
50,,healthy,HC,25.0,25.0,60.0,45-75,45.0,75.0,60.0,8.0,15112,16837,7816934
50,healthy,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,12.0,28686,32361,4016310
30,patients,patients,group B,15.0,15.0,45.0,30-60,30.0,60.0,50.0,12.0,28686,32361,4016310
29,,healthy,,,,,,,,,5.0,29366,32942,4458841
20,GAD,patients,GAD,10.0,10.0,35.0,25-45,25.0,45.0,30.0,10.0,25191,28650,5089972
20,,healthy,HC,10.0,10.0,30.0,20-40,20.0,40.0,25.0,10.0,25191,28650,5089972
10,SLEs,patients,,,,,,,,,3.0,13133,16400,4781893
13,not experienced SLEs,patients,,,,,,,,,3.0,13133,16400,4781893
20,DLB,patients,DLB,10.0,10.0,65.0,50-80,50.0,80.0,60.0,6.0,20053,21890,3365275
20,,healthy,Control,10.0,10.0,70.0,55-85,55.0,85.0,75.0,6.0,20053,21890,3365275
20,OCD,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,2599,5817,3777673
15,OCD,patients,Group B,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,2599,5817,3777673
25,,healthy,Group C,15.0,10.0,28.0,20-35,20.0,35.0,25.0,,2599,5817,3777673
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,4.0,11393,14482,6932934
15,patients,patients,group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,4.0,11393,14482,6932934
1,TBI survivors,patients,TBI survivors,0.0,1.0,,,,,,1.0,5088,7928,4494028
1,,healthy,healthy controls,1.0,0.0,30.0,20-40,20.0,40.0,30.0,1.0,5088,7928,4494028
50,FTD,patients,bvFTD,25.0,25.0,65.0,50-80,50.0,80.0,68.0,,2256,5383,4154688
30,PPA,patients,avPPA,15.0,15.0,70.0,60-80,60.0,80.0,72.0,,2256,5383,4154688
20,PPA,patients,svPPA,10.0,10.0,75.0,70-80,70.0,80.0,76.0,,2256,5383,4154688
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,14.0,34238,38227,5797423
30,patients,patients,abused,15.0,15.0,28.0,25-35,25.0,35.0,28.0,14.0,34238,38227,5797423
34,healthy,students,right-handed,19.0,15.0,,18-25 years,,,,2.0,11176,11873,6908964
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,5242,8221,7927302
15,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,5242,8221,7927302
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,7.0,26350,30266,7375084
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,7.0,26350,30266,7375084
20,patients,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,8.0,36577,39461,6520565
15,,healthy,group 2,8.0,7.0,28.0,20-35,20.0,35.0,25.0,8.0,36577,39461,6520565
1,perceive phosphene,individual,,,,,,,,,5.0,17301,18310,3428632
1,lacking this perception,group,people,,,,,,,,5.0,17301,18310,3428632
1,VS,patients,VS patient,1.0,0.0,,,,,,8.0,31653,34121,2941677
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,12.0,39570,42887,3701233
60,patients,patients,group2,30.0,30.0,35.0,25-45,25.0,45.0,35.0,12.0,39570,42887,3701233
26,healthy,patients,social status,10.0,16.0,35.0,20-50,20.0,50.0,30.0,1.0,8183,11211,7555068
38,healthy,patients,monetary comparisons,15.0,23.0,40.0,25-55,25.0,55.0,38.0,1.0,8183,11211,7555068
20,,healthy,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,,1649,4341,5797124
15,patients,patients,group2,8.0,7.0,45.0,40-50,40.0,50.0,47.0,,1649,4341,5797124
20,DYS,patients,DYS children,10.0,10.0,9.0,6-12,6.0,12.0,9.0,,1739,5108,8869855
20,,healthy,TD children,10.0,10.0,9.0,6-12,6.0,12.0,9.0,,1739,5108,8869855
14,right-starters,patients,left-starters,7.0,7.0,30.0,20-40,20.0,40.0,30.0,11.0,35488,37964,3315027
13,left-starters,patients,right-starters,6.0,7.0,35.0,25-45,25.0,45.0,35.0,11.0,35488,37964,3315027
1,healthy,patients,healthy,10.0,15.0,25.0,20-30,20.0,30.0,25.0,,5332,8765,5339306
2,patients,patients,patients,8.0,12.0,35.0,30-40,30.0,40.0,35.0,,5332,8765,5339306
1,,healthy,,,,,,,,,10.0,28605,29475,3772553
20,,healthy,Controls,10.0,10.0,30.0,20-40,20.0,40.0,30.0,11.0,46502,49546,4686763
15,rMDD,patients,rMDD,5.0,10.0,35.0,25-45,25.0,45.0,35.0,11.0,46502,49546,4686763
42,NMO,patients,AQP4-IgG+,,,,,,,,,5028,7658,6955618
42,healthy,controls,,,,,,,,,,5028,7658,6955618
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,7.0,13436,14831,2952336
15,patients,patients,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,7.0,13436,14831,2952336
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,9.0,42176,45795,7267922
15,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,9.0,42176,45795,7267922
20,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,3027,6188,3221044
15,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,3027,6188,3221044
50,borderline personality disorder,patients,group 1,20.0,30.0,35.0,20-50,20.0,50.0,30.0,,2088,5329,4969290
